age,nameA,nameB,wdiff,ldiff,l2rwd,l2rld,l3rwd,l3rld,fd,dw,py,mtv,morn,p1,p2,pd,pf,l2p1,l2p2,l2pd,l2pf,l3p1,l3p2,l3pd,l3pf,w1btd1,w2btd1,w3btd1,w4btd1,w6btd1,wk1Bt,wk2Bt,wk3Bt,wk4Bt,wk6Bt,dc,lt,ll3,ll2,ll1,d2leng,d1leng,lbx,sr,adj1,adj8,ad1,ad8,l2adj1,l2adj8,l3adj1,l2adj8,l2itv,l2dc,l2l3,l2l2,l2l1,last2Bx,l2sk,l3dc,L3Itv,l3l3,l3l2,l3l1,last3Bx,l3sk,IWin,al,ldiv,predictA
6,鄭俊偉,陳嘉熙,1,-3,-5,-15,-1,-17,47,3,0,NULL,NULL,0,-3,-3,56,1,-5,-5,56,2,-1,-1,56,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE,普通,10,-3,-1.5,-3.5,-0.5,-2,-0.53,8,22.66,44.85,22.63,44.82,23.1,44.44,21.79,44.44,35,谷增,-1.5,-2.25,-4.25,-2.21,10,田增,67,-1.75,-2.5,-2.25,-2.29,7,NULL,110,35,11
5,約翰摩亞,波健士,-2,-14,-1,-16,-5,-1,10,11,0,NULL,NULL,0,0,0,12,0,-2,-2,12,1,0,-5,56,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE,普通,10,0.25,1.25,0.5,-0.25,0.75,-1.07,6,22.8,45.01,22.86,45.07,23.16,45.04,23.4,45.04,31,NULL,-1,-0.75,-3,-1.76,9,縮程,52,-1.25,-1,-3.5,-0.18,12,NULL,117,2.7,10
5,苗禮德,巫顯東,-3,-4,-12,-4,-18,-6,32,9,0,NULL,NULL,1,-2,-2,78,0,4,4,78,-1,3,3,1114,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE,同程,21,-2.5,-2.75,-2.75,-0.25,0,-0.76,8,23.15,45.75,23.24,45.84,22.99,45.23,22.55,45.23,56,同程,-3.75,-4.5,-2,-0.87,5,NULL,80,-5,-3.25,-4,-0.34,7,NULL,113,7.7,7
4,呂健威,何澤堯,5,-12,7,-7,3,-7,3.3,10,0,NULL,NULL,3,1,1,34,1,2,2,34,0,1,1,34,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE,同程,21,-1.25,-0.5,0.25,1.5,0.75,-0.34,1,22.55,44.97,22.4,44.82,23.23,45.47,22.81,45.47,42,同程,-2.5,-1.75,0.5,-1.2,7,同程,63,-2,-2.5,-0.75,-0.33,4,NULL,115,7,2
5,葉楚航,潘明輝,17,3,18,-17,18,-20,20,5,0,NULL,NULL,0,6,6,1114,1,5,5,78,0,1,-3,34,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE,同程,21,-5.75,-5.25,-1.5,4.25,3.75,-0.26,1,23.34,45.82,22.83,45.31,22.31,44.37,22.61,44.37,45,NULL,-4,-3.5,0.06,-0.76,1,縮程,73,-5.5,-2.25,-4,-0.69,13,31,113,51,9
5,容天鵬,賀銘年,8,7,3,16,54,12,6.8,7,0,12,23.5,0,0,-2,12,2,0,-2,12,0,-1,-9,34,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE,同程,28,1.25,0.75,-1.75,-3,-2.5,-0.44,4,24.18,47.55,23.98,47.35,23.84,47.13,27.01,47.13,49,同程,0.5,0.5,-1.75,-0.15,9,谷縮,172,-1,-1.5,-17.5,-2.54,12,NULL,130,4.2,7
8,霍利時,史卓豐,14,-4,13,15,8,-3,14,1,0,NULL,NULL,1,2,2,78,0,0,1,910,1,1,6,910,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE,谷縮,32,-4,-2,-1.5,2.5,0.5,0.25,4,24.47,48.94,24.12,48.59,23.46,47.35,23.47,47.35,53,谷縮,-8.5,-9.5,-6.5,0.8,2,谷縮,88,-5.25,-3.75,-0.06,0.92,1,NULL,129,13,8
5,賀賢,潘頓,-14,16,-3,15,-5,10,10,14,0,NULL,NULL,-1,0,0,78,0,-2,-2,78,0,-3,-3,34,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE,田增,21,-4.75,-3.5,-4.25,0.5,-0.75,-0.5,8,22.97,45.39,23.32,45.74,24.44,46.81,22.68,46.81,35,田增,-4.75,-5.75,-6.5,-1.7,7,田增,56,-1.25,-1.75,-2.75,0.89,9,31,129,41,6
6,葉楚航,薛恩,-17,17,4,13,18,14,31,3,0,NULL,NULL,0,1,-6,78,-1,-1,-6,56,1,6,6,1114,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE,同程,35,-3.75,-4,-11.25,-7.5,-7.25,-1.62,12,25.31,49,25.73,49.42,23.96,46.93,23.75,46.93,56,同程,-4.25,-3.5,-10,-0.67,14,谷增,81,-6.5,-6,-2.25,-0.16,1,NULL,129,51,5
7,告東尼,巫顯東,7,-8,2,12,2,8,34,13,0,NULL,NULL,-1,1,0,1114,-2,0,0,910,1,-2,-1,34,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE,同程,28,-8.75,-6.5,-16.75,-8,-10.25,-2.14,12,25.13,48.14,24.95,47.96,23.34,46.95,24.25,46.95,53,谷增,-3.5,-5,-4.5,0.57,7,谷縮,74,-0.75,-1.25,-4,0.13,8,NULL,125,9.4,14
6,韋達,田泰安,0,6,-15,13,-6,11,5.4,9,0,NULL,NULL,0,0,0,56,1,3,3,78,2,3,3,78,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE,普通,11,-1.25,-4,-5,-3.75,-1,-1.37,7,24.33,47.14,24.33,47.14,22.89,45.39,23.32,45.39,21,田增,-4,-4,-5.25,-0.07,4,NULL,46,-4,-4.75,-2.25,-0.98,3,NULL,127,3.7,2
4,約翰摩亞,莫雷拉,0,-3,-15,-6,-16,11,3,2,0,NULL,NULL,0,0,-1,12,1,1,-3,34,-1,-1,-4,78,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE,同程,11,0.5,0.06,-1.5,-2,-1.56,-0.69,10,24.08,47.54,24.08,47.54,24.11,47.28,25.45,47.28,28,同程,-3,-1.75,-6.25,-1.09,7,縮程,46,-3.75,-4.5,-10.5,-1.39,11,38,127,41,1
8,何良,黎海榮,11,-3,15,-6,0,-6,51,11,0,NULL,NULL,NULL,NULL,NULL,NULL,0,0,4,910,0,0,4,56,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE,田縮,35,-4.5,-4.75,-6,-1.5,-1.25,0.02,6,24.65,49.12,24.38,48.85,23.53,46.7,23.38,46.7,56,田縮,-3.25,-4.75,-3.75,-0.51,5,縮程,133,-4.5,-4.25,-0.12,-0.06,2,NULL,125,19,12
4,蘇保羅,郭能,-13,-6,-9,13,-6,11,76,4,0,NULL,NULL,-2,1,-1,1114,0,1,1,910,-2,3,3,1114,23.5,NULL,NULL,NULL,NULL,TRUE,FALSE,FALSE,FALSE,FALSE,同程,42,-6.75,-5.5,-10.25,-3.5,-4.75,-0.65,13,23.41,46.64,23.73,46.96,23.91,46.29,23.34,46.29,67,谷增,-7.25,-6.25,-3.5,-1.21,4,谷增,95,-7.25,-5,-3,-0.06,5,NULL,125,24,13
4,蘇偉賢,潘明輝,-9,-9,0,6,-14,3,102,12,0,NULL,NULL,1,4,2,1114,-1,0,0,1114,-1,-2,-2,910,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE,同程,28,-8,-4.5,-8.25,-0.25,-3.75,-1.29,6,23.65,46.46,23.88,46.69,23.25,44.5,23.52,44.5,120,田增,-3,-4.75,-7.5,-1.85,10,田增,161,-4.75,-5,-5.75,-0.71,6,NULL,121,96,11
4,姚本輝,陳嘉熙,-11,-5,8,-14,1,-6,4.6,5,0,NULL,NULL,0,0,-1,34,0,0,-5,12,0,0,-2,12,NULL,NULL,NULL,NULL,22.9,FALSE,FALSE,FALSE,FALSE,TRUE,同程,11,-2.25,-2,-3,-0.75,-1,-0.63,7,23.65,47.07,23.93,47.35,24.69,49.48,23.66,49.48,32,谷縮,0.5,0.75,-4.5,-0.25,10,縮程,64,-0.75,-0.5,-2.75,0.8,8,NULL,115,5,3
4,方嘉柏,楊明綸,16,-5,5,-6,-8,-13,23,6,0,13,21.7,-1,-1,-8,34,0,0,-3,12,-5,-1,-1,910,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE,谷縮,32,-1.5,-1.75,-9.75,-8.25,-8,-0.75,12,25.85,50.68,25.46,50.29,23.44,46.87,25.2,46.87,42,同程,0.75,1,-2.75,-0.16,7,NULL,70,-2,-8.25,-18.5,-2.32,12,NULL,119,14,4
4,羅富全,黃皓楠,-3,-6,0,-11,13,-13,98,10,0,NULL,NULL,0,1,1,1114,0,5,5,1114,2,-2,-4,78,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE,田增,21,-5,-9.5,-10.75,-5.75,-1.25,-2.03,3,22.56,43.31,22.63,43.38,22.79,45.6,24.32,45.6,81,谷增,-5.5,-5.25,-3.5,-0.25,2,同程,105,-2.25,-2,-7.25,-0.47,11,NULL,116,42,10
7,高伯新,黃俊,-10,-7,1,-10,7,-7,100,8,0,NULL,NULL,0,1,1,34,1,4,4,910,-4,-1,-1,910,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE,普通,11,-0.75,-2.5,-3.25,-2.5,-0.75,-1.51,6,23.74,46.39,23.99,46.64,23.34,46.06,24.81,46.06,70,NULL,-2.5,-5.75,-3.75,-0.87,5,NULL,102,-1.5,-4.25,-8.75,-2.04,11,NULL,113,12,9
4,約翰摩亞,郭能,-10,15,-18,13,-27,10,44,1,0,NULL,NULL,0,-5,-5,34,2,-5,-5,56,-2,-3,-3,56,NULL,NULL,NULL,NULL,21.5,FALSE,FALSE,FALSE,FALSE,TRUE,同程,11,-1.5,-2,-15.75,-14.25,-13.75,-3.31,9,25.35,47.24,25.65,47.54,23.29,45.39,23.63,45.39,56,同程,-4,-2,-5.25,-0.8,12,同程,70,-3,-3.25,-6,-1.04,10,NULL,133,56,3
5,蔡約翰,莫雷拉,-13,3,-6,2,-5,1,7.2,4,0,NULL,NULL,1,0,0,34,0,-5,-5,12,0,-2,-2,12,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE,同程,11,-1.75,-1,-0.06,1.69,0.94,-1.14,6,22.86,44.88,23.25,45.27,24.78,46.83,23.88,46.83,35,同程,-1,-0.06,-4.75,-2.67,11,NULL,53,0.06,1,-1.5,-0.95,9,NULL,133,5,2
5,韋達,周俊樂,-3,-10,-1,-1,1,3,8,7,0,6,23.6,0,6,6,910,0,11,11,1114,2,4,4,56,NULL,NULL,NULL,22.4,NULL,FALSE,FALSE,FALSE,TRUE,FALSE,普通,53,-6.25,-5.25,-3.5,2.75,1.75,0.29,2,22.39,45.46,22.48,45.55,23.06,45.75,23.12,45.75,74,NULL,-5,-7,0.75,-0.4,1,NULL,95,-3.75,-2.25,0.25,0.1,4,NULL,123,4.2,10
6,蘇偉賢,薛恩,17,0,15,16,18,18,17,3,0,NULL,NULL,2,0,0,910,0,-1,-1,910,-1,3,3,1114,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE,同程,15,-9.75,-7,-4.5,5.25,2.5,-0.5,5,23.02,45.03,22.51,44.52,23.94,46.53,23.39,46.53,49,同程,-4.25,-3.75,-10,-0.87,10,同程,70,-6.5,-5.5,-5.25,-0.76,6,NULL,132,16,6
3,姚本輝,潘頓,1,4,15,17,-22,13,1.6,5,0,NULL,NULL,0,-2,-2,12,0,0,0,12,1,-8,-8,56,NULL,NULL,NULL,NULL,22.7,FALSE,FALSE,FALSE,FALSE,TRUE,同程,15,1.25,1,-1.25,-2.5,-2.25,-0.66,10,23.26,45.71,23.23,45.68,23.36,46.09,24.43,46.09,35,同程,0.75,1.25,4.5,-0.12,1,同程,147,-1.75,-1.75,-7.25,-1.23,13,NULL,132,2.2,4
4,徐雨石,田泰安,-1,2,-19,-3,-8,18,17,2,0,NULL,NULL,0,7,7,1114,-3,0,-6,34,0,-1,-1,56,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE,同程,21,-7.5,-5.75,-3.5,4,2.25,-0.1,1,22.47,44.81,22.5,44.84,23.86,47.31,23.09,47.31,49,縮程,-1.75,-2.75,-7.75,-0.5,13,同程,84,-5,-4.75,-4,-0.13,7,107,128,124,7
3,苗禮德,賀銘年,-14,-1,-26,4,-20,-3,189,9,0,NULL,NULL,1,-2,-2,910,-3,-3,-3,78,-2,-1,-1,1114,NULL,NULL,NULL,NULL,22.8,FALSE,FALSE,FALSE,FALSE,TRUE,普通,4,-4.75,-5,-8.25,-3.5,-3.25,-0.69,9,23.21,46.18,23.63,46.6,24.41,47.61,27.58,47.61,18,NULL,-4.75,-5.25,-12,-1.09,11,縮程,126,-6.75,-11,-38,-3.92,14,-39,124,150,14
5,呂健威,梁家俊,-3,-1,2,1,-5,-4,44,8,0,NULL,NULL,1,3,3,1114,0,3,3,1114,-1,0,0,1114,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE,同程,11,-6,-9.25,-5.5,0.5,3.75,-0.05,3,22.59,45.25,22.68,45.34,22.73,43.44,25.66,43.44,28,田增,-7,-9.5,-15.25,-1.99,6,同程,126,-6.75,-6.25,-22,-3.4,11,NULL,123,43,5
5,何良,潘明輝,9,0,3,-3,3,-6,42,11,0,14,23.3,1,-1,-1,78,-1,0,0,78,-1,4,4,78,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE,縮程,28,-3.25,-2.75,-8.5,-5.25,-5.75,-1.04,10,24.3,47.29,24.03,47.02,24.8,47.17,22.14,47.17,46,NULL,-1.5,-4.25,-13.25,-2.52,8,田增,56,-2.5,-3.75,-2.5,-1.54,5,NULL,121,9,8
4,文家良,蔡明紹,-4,1,-3,-2,-4,1,39,12,0,NULL,NULL,1,-2,-2,34,-1,-9,-9,12,0,-1,-1,12,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE,普通,18,-1.75,-1,-1.75,0,-0.75,-0.82,8,23.12,45.51,23.24,45.63,24.51,46.85,24.28,46.85,49,同程,0.25,-0.5,-6.25,-2.23,13,NULL,81,0.5,0.75,-1.5,-0.93,8,NULL,123,8.2,9
3,羅富全,陳嘉熙,-6,0,-8,-8,-11,-9,15,14,0,NULL,NULL,0,0,-8,12,0,0,-7,34,2,-1,-1,34,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE,谷縮,18,1,1.5,-8,-9,-9.5,-0.71,11,25.01,49.49,25.19,49.67,25.12,48.93,22.91,48.93,35,縮程,-2,-3,-10.5,-1.55,14,縮程,56,-0.5,-1.25,-1,-0.27,9,NULL,113,6.1,11
4,賀賢,蘇狄雄,7,-2,5,-3,-14,-10,221,10,0,NULL,NULL,0,-5,-5,34,0,-1,-1,1114,-1,-12,-12,12,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE,普通,18,-2,-2.75,-4.75,-2.75,-2,-0.81,10,23.59,46.22,23.38,46.01,23.22,44.01,25.38,44.01,42,田增,-3.5,-4.75,-12.25,-2.52,10,同程,204,0.75,-0.06,-14.5,-2.79,14,-97,118,124,12
5,蘇保羅,黃皓楠,-4,4,-9,-12,-4,-14,110,13,0,NULL,NULL,-1,-4,-4,12,1,1,1,34,1,-2,-2,56,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE,同程,15,0.06,-0.25,-6.5,-6.56,-6.25,-1.39,11,23.63,45.87,23.75,45.99,24.07,46.35,23.87,46.35,35,同程,-1.75,-1.5,2,-2.15,7,NULL,60,-2.5,-2.25,-3.75,-1.52,7,NULL,116,22,13
4,丁冠豪,楊明綸,-9,0,-21,-2,-28,-4,24,6,0,NULL,NULL,0,3,3,78,-1,-1,-1,910,-1,2,2,1114,NULL,NULL,NULL,22.4,22.7,FALSE,FALSE,FALSE,TRUE,TRUE,同程,11,-4.5,-6.5,-1.75,2.75,4.75,-0.09,2,22.28,44.74,22.55,45.01,25.4,49.31,22.86,49.31,98,縮程,-7.25,-4.75,-13.5,-1.55,12,NULL,137,-7.25,-6.5,-5.25,-0.43,5,NULL,117,28,1
5,賀賢,潘頓,-10,3,-7,2,-9,8,27,8,0,NULL,NULL,-3,-3,-3,78,1,-1,-1,78,0,4,4,56,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE,普通,28,-3,-6.5,-24.25,-21.25,-17.75,-3.6,12,26.22,49.01,26.46,49.25,23.9,46.45,23.26,46.45,67,谷增,-2.75,-2.5,-4.5,-1.3,7,谷增,95,-2.75,-3.5,0.06,-0.12,3,NULL,133,15,9
4,蔡約翰,郭能,-11,8,-2,10,-21,14,4.9,2,0,NULL,NULL,-1,1,6,910,NULL,NULL,NULL,NULL,0,2,10,1114,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE,同程,28,-6.25,-5,-0.25,6,4.75,0.21,1,22.72,45.67,22.94,45.89,24.57,48.59,24.23,48.59,64,田縮,-6.75,-5.25,-6.75,-0.3,9,同程,91,-6.5,-5,0.06,-0.75,2,16.1,133,21,2
7,告東尼,田泰安,3,3,-6,6,-14,3,4.7,11,0,NULL,NULL,1,0,0,34,1,0,1,34,-1,-1,8,1114,NULL,NULL,NULL,22.8,NULL,FALSE,FALSE,FALSE,TRUE,FALSE,同程,15,-0.25,-0.5,-1.5,-1.25,-1,-0.19,7,23.25,46.16,23.17,46.08,23.15,46.4,24.08,46.4,49,同程,-1.25,-1,-0.06,0.25,3,同程,91,-5.5,-6,-1.75,-0.56,4,NULL,131,4,1
5,容天鵬,周俊樂,2,0,6,0,-1,-11,11,4,0,NULL,NULL,1,0,-5,34,-2,0,1,56,-1,0,-1,56,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE,同程,28,-0.75,-0.5,-5.5,-4.75,-5,-1.16,8,24.32,47.43,24.27,47.38,22.34,45.43,23.91,45.43,56,同程,-3,-3,-1.25,0.75,4,谷縮,81,-4,-2.5,-3.25,-0.71,8,NULL,118,7.5,6
4,何良,楊明綸,-10,1,-14,0,-6,0,29,12,0,NULL,NULL,0,2,2,910,1,3,3,1114,-1,4,4,1114,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE,田增,15,-9.75,-7.25,-3,6.75,4.25,-0.21,1,22.04,44.09,22.28,44.33,22.77,43.4,23.22,43.4,28,田增,-4.5,-6.5,-12.75,-2.14,7,田增,183,-8,-5.75,-5,-1.05,4,49,128,78,8
3,韋達,史卓豐,-4,3,5,-1,-10,-2,8.1,5,0,NULL,NULL,0,3,3,910,-1,-9,-9,34,-1,-5,-5,56,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE,田增,35,-5,-6.5,-4,1,2.5,-1.11,2,23.63,46.08,23.63,46.08,24.86,47.76,23.96,47.76,116,谷增,-0.06,-1.25,-10.5,-1.98,12,田增,155,-0.5,-2.25,-8.5,-2.87,11,4.9,126,13,10
5,高伯新,賀銘年,-9,1,-8,2,-12,-2,23,14,0,NULL,NULL,1,2,6,1114,-1,-1,3,1114,-1,-1,5,1114,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE,同程,15,-4.25,-4.25,-2.75,1.5,1.5,0.18,2,22.49,45.36,22.71,45.58,23.04,45.99,24.43,45.99,77,同程,-6.25,-5.75,-3.5,-0.04,3,縮程,98,-9,-5.25,-8,-0.77,7,NULL,125,44,7
3,文家良,黃俊,-15,-3,-19,-8,-9,-11,239,6,0,NULL,NULL,1,-2,-2,1114,0,-4,-5,56,-1,-2,-2,910,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE,田增,42,-5.25,-4.25,-6.25,-1,-2,-0.58,12,22.58,45.03,22.96,45.41,25.09,49,23.7,49,98,同程,-1.75,-3,-11.5,-1.38,14,谷增,123,-4.75,-5.5,-8.5,-0.67,11,178,114,417,14
4,沈集成,黎海榮,-3,-1,-2,-5,-4,-6,230,3,0,3,23.1,0,-2,-8,34,-1,-3,-3,910,2,-2,-3,910,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE,谷縮,18,-1,-2,-12.75,-11.75,-10.75,-0.98,12,25.52,50.16,25.6,50.24,24.06,47,26.17,47,32,谷增,-3.75,-4.5,-10.5,-1.24,11,縮程,144,-5.5,-5.75,-22.75,-2.04,12,-121,124,109,11
7,葉楚航,陳嘉熙,-9,-4,-14,-1,6,-8,24,1,0,NULL,NULL,1,6,6,1114,-3,-4,-4,56,-2,0,-1,1114,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE,田增,21,-7,-10,-6.25,0.75,3.75,-0.94,4,22.82,45.02,23.04,45.24,24.07,46.74,24.54,46.74,39,谷增,-2.75,-4.5,-4.25,-1.42,9,縮程,49,-5,-4.5,-10.5,-0.64,13,NULL,116,9.3,3
4,徐雨石,黃皓楠,11,-3,21,-3,47,-8,272,13,0,NULL,NULL,0,3,3,1114,-1,-4,-4,78,1,3,3,1114,NULL,NULL,NULL,NULL,22.9,FALSE,FALSE,FALSE,FALSE,TRUE,田增,21,-9.75,-11.75,-9.5,0.25,2.25,-1.36,6,23.6,45.64,23.33,45.37,25.39,48.83,23,48.83,81,谷增,-3.25,-4,-13,-2.02,11,谷增,116,-7.75,-8.75,-7.75,-0.61,6,-46,118,226,13
6,蘇偉賢,莫雷拉,10,1,21,0,17,-3,3.1,7,0,NULL,NULL,2,1,3,910,0,0,4,910,0,2,2,910,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE,同程,15,-2.75,-3.5,-3.5,-0.75,0,0.05,5,23.21,46.2,22.96,45.95,24.08,47.89,21.78,47.89,35,同程,-4.25,-5.25,-4.75,-0.27,4,田增,56,-5.25,-6,-3.25,1.51,2,18.9,121,22,4
4,姚本輝,潘明輝,-6,-1,9,-1,12,3,13,9,0,NULL,NULL,0,1,0,1114,0,0,5,1114,-1,2,4,78,NULL,23.2,NULL,NULL,NULL,FALSE,TRUE,FALSE,FALSE,FALSE,同程,42,-6,-4.5,-6.25,-0.25,-1.75,-1.37,9,23.97,46.74,24.12,46.89,22.57,45.9,23.93,45.9,70,同程,-9.25,-10,-5,0.74,2,同程,105,-4.5,-3.75,-0.5,-0.52,1,NULL,117,9.4,5
3,呂健威,巫顯東,-1,1,-11,-6,-21,-7,36,10,0,NULL,NULL,3,0,-6,34,1,2,3,1114,1,-4,4,910,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE,同程,35,-0.75,-2,-8,-7.25,-6,-1.28,11,25.13,48.98,25.15,49,22.52,45.65,24.17,45.65,70,同程,-7.75,-7.25,-2.75,0.46,3,同程,91,-3.75,-5.75,-3.5,-0.65,6,NULL,115,46,12
4,賀賢,周俊樂,-2,-10,-2,-5,14,-6,29,6,0,NULL,NULL,0,-1,-7,34,-1,2,3,56,2,4,4,910,NULL,NULL,23.1,NULL,NULL,FALSE,FALSE,TRUE,FALSE,FALSE,谷縮,39,-4.25,-2.25,-12.25,-8,-10,-1.33,12,25.28,49.59,25.34,49.65,22.68,45.39,22.53,45.39,56,縮程,-3,-2.5,0.06,-0.12,6,同程,91,-6.75,-4,-3.5,-0.42,3,NULL,123,4.8,2
3,姚本輝,潘頓,1,2,10,3,-13,6,6.2,2,0,NULL,NULL,0,4,4,56,1,8,8,1114,-1,1,1,910,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE,同程,21,-3.75,-2.5,-1,2.75,1.5,-0.13,2,22.64,45.06,22.61,45.03,22.86,45.28,23.05,45.28,49,同程,-4.75,-5.75,-0.25,-0.35,1,同程,91,-5.5,-4.25,-4.75,-0.34,6,NULL,131,2.3,6
3,方嘉柏,莫雷拉,-1,4,-20,3,1182,131,1.4,7,0,NULL,NULL,1,9,9,1114,0,5,5,910,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.4,22.9,FALSE,FALSE,FALSE,TRUE,TRUE,同程,21,-5.75,-5.75,-0.5,5.25,5.25,0.96,1,21.63,44.13,21.66,44.16,22.1,44.04,NULL,44.04,172,谷增,-3.75,-8,-0.25,-0.07,1,NULL,NULL,0,0,0,NULL,NULL,NULL,131,3.9,1
4,蔡約翰,史卓豐,-11,-2,-14,-3,-16,-4,75,10,0,NULL,NULL,-3,4,4,1114,0,-2,-9,34,0,-4,-4,34,NULL,NULL,NULL,NULL,23.9,FALSE,FALSE,FALSE,FALSE,TRUE,同程,21,-6.25,-6,-5.5,0.75,0.5,-0.13,5,22.32,44.9,22.65,45.23,29.14,52.53,23.54,52.53,175,縮程,-1.5,-3.75,-36.25,-5.84,14,同程,204,-2,-1.75,-2.25,-1.13,8,NULL,129,26,7
6,容天鵬,陳嘉熙,-2,-9,-4,-10,2,-9,81,13,0,NULL,NULL,1,-10,-10,34,-1,-7,-7,56,-1,0,0,12,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE,同程,21,-1.75,-1.25,-6.5,-4.75,-5.25,-1.1,14,23.31,45.85,23.37,45.91,24.94,47.09,23.71,47.09,64,同程,-2.25,-2.5,-17.5,-3.09,12,同程,91,0.25,-0.06,-1.25,-1.81,8,NULL,121,14,14
3,羅富全,梁家俊,-2,1,-10,2,1250,127,15,1,0,NULL,NULL,0,0,0,34,1,2,2,56,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.6,FALSE,FALSE,FALSE,FALSE,TRUE,同程,15,-3,-2.5,-1.25,1.75,1.25,-0.34,9,22.68,45.05,22.74,45.11,23.81,46.06,NULL,46.06,35,同程,-2.75,-3,-1.75,-1.5,5,NULL,NULL,0,0,0,NULL,NULL,NULL,127,8.7,9
4,文家良,郭能,0,2,-1,2,-5,-1,12,8,0,NULL,NULL,0,2,2,34,0,3,3,56,1,-7,-7,34,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE,同程,15,-4,-3,-0.5,3.5,2.5,-0.24,6,22.59,44.88,22.59,44.88,23.41,45.8,23.65,45.8,49,同程,-3.5,-1.75,-0.75,-0.96,5,NULL,74,-1.25,-0.5,-5,-0.93,10,NULL,124,7.5,5
3,何良,蘇狄雄,14,-1,4,-1,1034,122,170,9,0,NULL,NULL,2,1,1,1114,0,1,1,1114,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE,同程,21,-6.75,-4.75,-5,1.75,-0.25,-0.54,7,23.23,45.53,22.81,45.11,23.43,46.58,NULL,46.58,39,NULL,-7.75,-10,-9.25,-0.31,7,NULL,NULL,0,0,0,NULL,NULL,60,122,230,10
